EPI ISL 86107|A/Maine/02/2010|2010-12-28                          5.83  3.18  5.12  5.12  4.06  7.60  1.94  8.66  6.01  7.77  1.59  7.77  3.53  4.42  4.77  7.42  5.65  4.24  1.94  3.36   566 
EPI ISL 89794|A/Minnesota/19/2010|2010-12-28                      5.83  3.18  5.12  5.12  4.06  7.60  1.94  8.66  6.01  7.77  1.59  7.77  3.53  4.42  4.77  7.42  5.65  4.24  1.94  3.36   566 
EPI ISL 187105|A/Minnesota/19/2010|2010-12-28                     5.83  3.18  5.12  5.12  4.06  7.60  1.94  8.66  6.01  7.77  1.59  7.77  3.53  4.42  4.77  7.42  5.65  4.24  1.94  3.36   566 
EPI ISL 87874|A/Wyoming/09/2010|2010-12-21                        5.83  3.18  5.12  5.12  4.06  7.60  1.94  8.66  6.01  7.77  1.59  7.77  3.53  4.42  4.77  7.42  5.65  4.24  1.94  3.36   566 
EPI ISL 87927|A/Maine/02/2011|2011-01-03                          5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  5.83  7.77  1.59  7.77  3.53  4.24  5.12  7.24  5.65  4.24  1.94  3.53   566 
EPI ISL 89833|A/Vermont/08/2011|2011-02-07                        5.85  3.19  5.32  4.96  4.08  7.45  2.13  8.69  6.03  7.80  1.60  7.62  3.55  4.26  4.96  7.27  5.67  4.26  1.95  3.37   564 
EPI ISL 87898|A/Nebraska/05/2011|2011-01-20                       5.83  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.60  1.41  8.13  3.53  4.42  4.95  7.42  5.65  4.42  1.94  3.36   566 
EPI ISL 108141|A/Boston/DOA20/2011|2011-01-28                     5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.18  7.77  1.59  7.95  3.36  4.42  4.77  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 87913|A/Georgia/24/2010|2010-12-31                        5.83  3.18  5.30  4.95  4.24  7.42  2.12  8.66  6.01  7.60  1.59  7.77  3.53  4.24  4.95  7.42  5.65  4.24  1.94  3.36   566 
EPI ISL 99002|A/Rhode Island/01/2010|2010-01-26                   5.85  3.19  5.32  4.96  4.08  7.45  1.77  8.69  6.03  7.80  1.42  7.98  3.37  4.43  4.96  7.27  5.67  4.43  1.95  3.37   564 
EPI ISL 98860|A/Rhode Island/01/2010|2010-01-26                   5.85  3.19  5.32  4.96  4.08  7.45  1.77  8.69  6.03  7.80  1.42  7.98  3.37  4.43  4.96  7.27  5.67  4.43  1.95  3.37   564 
EPI ISL 136610|A/Wisconsin/56/2009|2009                           5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  7.95  3.53  4.42  4.77  7.24  5.65  4.42  1.94  3.36   566 
EPI ISL 84036|A/Rhode Island/01/2010|2010-01-26                   5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.95  1.41  7.95  3.36  4.42  4.95  7.24  5.65  4.42  1.94  3.36   566 
EPI ISL 136622|A/Hawaii/09/2010|2010-06-15                        5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  7.95  3.53  4.42  4.95  7.24  5.65  4.42  1.94  3.36   566 
EPI ISL 136575|A/California/16/2010|2010-07-23                    5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.83  6.01  7.60  1.59  7.95  3.53  4.42  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 98993|A/California/16/2010|2010-07-23                     5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.83  6.01  7.60  1.59  7.95  3.53  4.42  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 79656|A/California/16/2010|2010-07-23                     5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.83  6.01  7.60  1.59  7.95  3.53  4.42  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 85618|A/Arizona/11/2010|2010-09-24                        5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.59  7.95  3.53  4.42  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 118557|A/Boston/DOA24/2011|2011-02-01                     5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.59  7.95  3.53  4.42  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 158665|A/Tennessee/F2054A/2011|2011-02-25                 5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.59  7.95  3.53  4.42  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 234868|A/USA/3866-5T/2011|2011-01-25                      5.54  2.38  5.54  5.54  3.76  7.72  2.38  7.92  6.14  6.93  1.39  8.32  3.76  4.36  5.15  7.52  6.14  4.36  1.58  3.56   505 
EPI ISL 90860|A/Vermont/14/2011|2011-03-06                        5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.83  6.01  7.77  1.59  7.77  3.53  4.24  4.95  7.42  5.48  4.24  1.94  3.36   566 
EPI ISL 369519|A/New York/WC-LVD-11-003/2011|2011-01-26           5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.77  3.53  4.24  4.95  7.42  5.65  4.24  1.94  3.36   566 
EPI ISL 89818|A/Rhode Island/03/2011|2011-01-25                   5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.77  3.53  4.24  4.95  7.42  5.65  4.24  1.94  3.36   566 
EPI ISL 369521|A/New York/WC-LVD-11-004/2011|2011-02-04           5.65  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.83  4.24  1.94  3.36   566 
EPI ISL 108235|A/Boston/DOA79/2011|2011-03-12                     5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.18  7.77  1.59  7.95  3.53  4.24  4.77  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 119389|A/Boston/DOA42/2011|2011-02-14                     5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.83  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.06  1.94  3.36   566 
EPI ISL 108117|A/Boston/DOA12/2011|2011-01-15                     5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  8.13  3.53  4.24  4.95  7.07  5.65  4.24  1.94  3.36   566 
EPI ISL 87941|A/New Jersey/02/2010|2010-12-28                     5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 186356|A/Pennsylvania/42/2010|2010-12-07                  5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 85579|A/Kentucky/11/2010|2010-10-18                       5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 89824|A/Tennessee/03/2010|2010-12-27                      5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 369509|A/New York/WC-LVD-10-003/2010|2010-11-22           5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 99011|A/Delaware/04/2010|2010-08-17                       5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 185647|A/Vermont/02/2010|2010-12-21                       5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 84078|A/Nevada/04/2010|2010-11-05                         5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 99027|A/Pennsylvania/42/2010|2010-12-07                   5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 89787|A/Maryland/09/2011|2011-02-07                       5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 108114|A/Boston/DOA13/2011|2011-01-19                     5.83  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.01  7.77  1.59  7.95  3.53  4.24  4.95  7.24  5.65  4.24  1.94  3.36   566 
EPI ISL 87925|A/District Of Columbia/01/2010|2010-12-29           5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.48  6.01  7.77  1.41  8.48  3.53  4.42  4.77  6.89  5.65  4.59  1.94  3.36   566 
EPI ISL 187971|A/District Of Columbia/01/2010|2010-12-29          5.83  3.18  5.30  4.95  4.06  7.42  1.94  8.48  6.01  7.77  1.41  8.48  3.53  4.42  4.77  6.89  5.65  4.59  1.94  3.36   566 
EPI ISL 93639|A/District of Columbia/WRAIR0300/2010|2010-11-17    5.83  3.18  5.12  4.95  4.06  7.42  2.12  8.48  6.01  7.77  1.41  8.48  3.53  4.42  4.77  6.89  5.65  4.59  1.94  3.36   566 
EPI ISL 108178|A/Boston/DOA52/2011|2011-02-18                     5.65  3.18  5.30  4.95  4.06  7.60  1.94  8.48  6.18  7.77  1.59  8.30  3.53  4.42  4.77  6.71  5.65  4.59  1.94  3.36   566 
EPI ISL 93786|A/New York/08/2011|2011-03-01                       5.65  3.00  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.53   566 
EPI ISL 99013|A/Virginia/03/2010|2010-04-02                       5.65  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.30  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 136642|A/Texas/05/2010|2010-08-02                         5.66  3.19  5.13  4.96  4.07  7.43  1.95  8.67  6.02  7.79  1.42  7.96  3.54  4.42  4.78  7.26  6.02  4.42  1.95  3.36   565 
EPI ISL 85585|A/Montana/04/2010|2010-10-24                        5.48  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.77  7.24  6.18  4.42  1.94  3.36   566 
EPI ISL 85581|A/Georgia/17/2010|2010-10-22                        5.48  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.77  7.42  6.01  4.42  1.94  3.36   566 
EPI ISL 187296|A/Connecticut/04/2010|2010-03-17                   5.65  3.18  5.12  4.95  4.06  7.42  1.94  8.83  6.01  7.60  1.41  8.13  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 79333|A/Texas/05/2010|2010-08-02                          5.66  3.19  5.13  4.96  4.07  7.43  1.95  8.67  6.02  7.79  1.42  7.96  3.54  4.42  4.78  7.26  6.02  4.42  1.95  3.36   565 
EPI ISL 118540|A/Boston/DOA16/2011|2011-01-19                     5.65  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.59  7.42  6.01  4.42  1.94  3.36   566 
EPI ISL 77799|A/Iowa/07/2010|2010-07-12                           5.65  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 136596|A/Iowa/07/2010|2010-07-12                          5.65  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 77798|A/Iowa/07/2010|2010-07-12                           5.65  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 369507|A/New York/WC-LVD-10-001/2010|2010-11-04           5.65  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 79334|A/Alaska/02/2010|2010-07-22                         5.66  3.19  5.31  4.96  4.25  7.43  1.95  8.85  6.19  7.43  1.42  8.32  3.36  4.42  4.78  6.90  5.84  4.42  1.95  3.36   565 
EPI ISL 136643|A/Alaska/02/2010|2010-07-22                        5.66  3.19  5.31  4.96  4.25  7.43  1.95  8.85  6.19  7.43  1.42  8.32  3.36  4.42  4.78  6.90  5.84  4.42  1.95  3.36   565 
EPI ISL 93774|A/California/16/2011|2011-01-16                     5.65  3.18  5.30  4.95  4.06  7.42  1.94  8.83  6.36  7.60  1.41  8.30  3.53  4.42  4.59  6.89  5.83  4.42  1.94  3.36   566 
EPI ISL 69321|A/Ohio/17/2009|2009-10-19                           5.48  3.18  5.30  4.95  4.24  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.36  4.42  4.77  7.24  5.83  4.42  1.94  3.36   566 
EPI ISL 136631|A/Michigan/05/2010|2010-08-20                      5.66  3.19  5.31  4.96  4.07  7.43  1.95  8.67  6.19  7.79  1.42  8.14  3.54  4.42  4.78  6.90  5.84  4.42  1.95  3.36   565 
EPI ISL 80380|A/California/VRDL363/2009|2009                      5.65  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.18  7.95  1.41  8.30  3.36  4.42  4.77  7.07  5.83  4.42  1.94  3.36   566 
EPI ISL 85578|A/Florida/41/2010|2010-09-17                        5.65  3.18  5.30  4.77  4.06  7.60  1.94  8.66  6.36  7.77  1.41  8.13  3.53  4.24  4.77  7.07  5.83  4.42  1.94  3.36   566 
EPI ISL 136583|A/Minnesota/05/2009|2009-05-04                     5.67  3.19  5.32  4.96  4.08  7.45  1.95  8.51  6.21  7.80  1.42  7.98  3.55  4.43  4.79  7.09  5.85  4.43  1.95  3.37   564 
EPI ISL 136582|A/Maryland/16/2009|2009-05-06                      5.66  3.19  5.31  4.96  4.07  7.43  1.95  8.67  6.19  7.79  1.42  7.96  3.54  4.42  4.78  7.08  5.84  4.42  1.95  3.36   565 
EPI ISL 136595|A/Pennsylvania/24/2009|2009-08-20                  5.65  3.18  5.12  4.95  4.06  7.60  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  5.83  4.42  1.94  3.36   566 
EPI ISL 98991|A/Kentucky/21/2009|2009-09-22                       5.65  3.36  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  5.83  4.42  1.94  3.18   566 
EPI ISL 87277|A/New York/3519/2009|2009-05-15                     5.65  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  5.83  4.42  1.94  3.36   566 
EPI ISL 62513|A/New York/3280/2009|2009-05-03                     5.65  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  5.83  4.42  1.94  3.36   566 
EPI ISL 98995|A/Florida/26/2009|2009-11-01                        5.65  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  5.83  4.42  1.94  3.36   566 
EPI ISL 66585|A/Florida/26/2009|2009-11-01                        5.65  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  5.83  4.42  1.94  3.36   566 
EPI ISL 32270|A/Hawaii/10/2009|2009-02-11                         5.48  3.18  5.30  4.95  4.24  7.42  2.12  8.48  6.36  7.42  1.59  8.13  3.53  4.42  4.59  7.24  6.01  4.42  1.94  3.18   566 
EPI ISL 34963|A/Georgia/07/2009|2009-05-03                        5.49  3.19  5.31  4.96  4.07  7.43  1.95  8.67  6.19  7.61  1.42  7.96  3.54  4.42  4.78  7.43  6.02  4.25  1.95  3.36   565 
EPI ISL 93646|A/Colorado/WRAIR1246P/2009|2009-05-01               5.48  3.18  5.30  4.95  4.06  7.42  2.12  8.48  6.36  7.77  1.41  8.13  3.53  4.24  4.59  7.07  6.18  4.42  1.94  3.36   566 
EPI ISL 32261|A/Arizona/11/2009|2009-02-25                        5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.95  1.24  7.77  3.53  4.42  4.95  7.42  6.01  4.42  1.94  3.36   566 
EPI ISL 62489|A/New York/3060/2009|2009-04-27                     5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.83  6.18  7.60  1.41  8.30  3.53  4.42  4.77  6.89  6.01  4.42  1.94  3.36   566 
EPI ISL 77939|A/Alaska/WRAIR1172P/2009|2009-03                    5.30  3.18  5.30  4.95  4.06  7.42  1.94  8.48  6.18  7.77  1.59  8.13  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 77752|A/California/VRDL250/2009|2009-04-29                5.30  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.71  4.42  4.77  6.89  6.18  4.42  1.94  3.36   566 
EPI ISL 77760|A/California/VRDL266/2009|2009-04-30                5.48  3.18  5.12  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.30  3.36  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 77772|A/California/VRDL308/2009|2009-04-29                5.48  3.18  5.12  4.95  3.89  7.42  1.94  8.66  6.18  7.77  1.41  8.30  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 93647|A/New Jersey/WRAIR1248P/2009|2009-01-01             5.48  3.18  5.30  4.95  4.06  7.42  2.12  8.66  6.18  7.77  1.41  7.95  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77743|A/California/VRDL211/2009|2009-04-28                5.48  3.18  5.30  4.95  3.89  7.42  1.94  8.83  6.18  7.95  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.24  1.94  3.36   566 
EPI ISL 91041|A/California/VRDL255/2009|2009-04-29                5.48  3.18  5.30  4.77  4.06  7.42  1.94  8.66  6.54  7.77  1.41  7.95  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77766|A/California/VRDL278/2009|2009-04-30                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.59  8.13  3.53  4.42  4.77  7.07  6.01  4.24  1.94  3.36   566 
EPI ISL 76119|A/California/VRDL138/2009|2009-04-27                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.59  8.13  3.53  4.42  4.77  7.07  6.01  4.24  1.94  3.36   566 
EPI ISL 93652|A/Nevada/WRAIR1258P/2009|2009-02-01                 5.48  3.18  5.12  4.95  4.06  7.42  2.12  8.83  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.24  1.94  3.36   566 
EPI ISL 77608|A/California/VRDL177/2009|2009-04-28                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.83  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.24  1.94  3.36   566 
EPI ISL 66558|A/Tennessee/16/2009|2009                            5.48  3.18  5.48  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  7.95  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 136590|A/Montana/16/2009|2009-07-30                       5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.83  6.01  7.77  1.41  8.13  3.53  4.42  4.95  7.07  6.01  4.24  1.94  3.36   566 
EPI ISL 187930|A/Alaska/29/2009|2009-04-15                        5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.95  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77790|A/California/VRDL335/2009|2009-05-03                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.95  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77829|A/California/VRDL183/2009|2009-04-27                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.01  7.77  1.41  8.13  3.53  4.42  4.95  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77836|A/California/VRDL201/2009|2009-04-29                5.30  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 32262|A/Colorado/01/2009|2009-01-01                       5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.48  6.18  7.77  1.59  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77833|A/California/VRDL196/2009|2009-04-29                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.48  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.59  1.94  3.36   566 
EPI ISL 77736|A/California/VRDL166/2009|2009-04-28                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.36  4.59  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 34957|A/Oregon/08/2009|2009-05-25                         5.49  3.19  5.31  4.96  4.07  7.43  1.95  8.67  6.19  7.79  1.42  8.14  3.54  4.42  4.78  7.08  6.02  4.25  1.95  3.36   565 
EPI ISL 32286|A/Nevada/06/2009|2009-04-08                         5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 32308|A/Wisconsin/05/2009|2009-02-05                      5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77964|A/New Mexico/WRAIR1139P/2009|2009-02-09             5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 93656|A/Arizona/WRAIR1562P/2009|2009-03-01                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 160994|A/New York/1197/2009|2009-02-24                    5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77738|A/California/VRDL169/2009|2009-04-28                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77834|A/California/VRDL198/2009|2009-04-28                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 136580|A/Alaska/24/2009|2009-04-03                        5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77742|A/California/VRDL188/2009|2009-04-29                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77827|A/California/VRDL178/2009|2009-04-28                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77773|A/California/VRDL309/2009|2009-05-02                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 91040|A/California/VRDL242/2009|2009-04-29                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 77841|A/California/VRDL208/2009|2009-04-29                5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 66623|A/Washington/54/2009|2009-05-03                     5.48  3.18  5.30  4.95  4.06  7.42  1.94  8.66  6.18  7.77  1.41  8.13  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
EPI ISL 89783|A/Kansas/05/2011|2011-02-14                         5.83  3.18  5.48  4.77  4.06  7.60  1.94  8.83  6.89  7.77  1.41  7.60  3.71  4.42  4.59  6.89  5.65  4.06  1.94  3.36   566 
EPI ISL 85825|A/North Carolina/17/2010|2010-12-09                 5.83  3.18  5.48  4.77  4.06  7.60  1.94  8.66  6.71  7.77  1.41  7.60  3.53  4.42  4.59  7.24  5.83  4.06  1.94  3.36   566 
EPI ISL 89765|A/District Of Columbia/02/2011|2011-01-02           5.83  3.18  5.48  4.77  4.06  7.60  1.94  8.66  6.71  7.77  1.41  7.60  3.53  4.42  4.59  7.24  5.83  4.06  1.94  3.36   566 
EPI ISL 86096|A/New Hampshire/04/2010|2010-11-23                  5.83  3.18  5.48  4.77  4.06  7.60  1.94  8.83  6.71  7.77  1.41  7.60  3.53  4.42  4.59  7.07  5.83  4.06  1.94  3.36   566 
EPI ISL 85820|A/Arizona/12/2010|2010-11-09                        5.83  3.18  5.48  4.77  4.06  7.60  1.94  8.83  6.71  7.77  1.41  7.60  3.53  4.42  4.59  7.07  5.83  4.06  1.94  3.36   566 
EPI ISL 90804|A/Alabama/03/2011|2011-04-04                        5.83  3.18  5.48  4.77  4.06  7.60  1.94  8.83  6.71  7.77  1.41  7.60  3.53  4.42  4.59  7.07  5.83  4.06  1.94  3.36   566 
EPI ISL 76688|A/New York/05/2010|2010-03-25                       5.48  3.18  5.48  4.77  4.24  7.42  1.94  8.83  6.36  7.77  1.41  7.77  3.53  4.42  4.95  7.07  6.01  4.24  1.94  3.18   566 
EPI ISL 87918|A/Illinois/01/2011|2011-01-04                       5.48  3.18  5.12  4.77  4.24  7.42  1.94  8.66  6.54  7.77  1.41  8.30  3.53  4.42  4.77  6.89  6.01  4.42  1.94  3.18   566 
EPI ISL 185794|A/Michigan/22/2009|2009-07-31                      5.65  3.18  5.30  4.77  3.89  7.42  1.77  8.83  6.54  8.13  1.24  7.77  3.53  4.42  4.77  7.24  6.01  4.24  1.94  3.36   566 
EPI ISL 136591|A/Michigan/22/2009|2009-07-31                      5.65  3.18  5.30  4.77  3.89  7.42  1.77  8.83  6.54  8.13  1.24  7.77  3.53  4.42  4.77  7.24  6.01  4.24  1.94  3.36   566 
EPI ISL 86090|A/California/28/2010|2010-12-08                     5.48  3.18  5.30  4.59  4.06  7.42  1.94  8.48  6.71  7.77  1.59  7.95  3.36  4.59  4.59  7.24  6.01  4.42  1.94  3.36   566 
EPI ISL 136629|A/Georgia/06/2009|2009-05-01                       5.48  3.18  5.30  4.77  4.24  7.42  1.94  8.48  6.54  7.77  1.59  7.95  3.53  4.59  4.59  7.07  6.01  4.42  1.94  3.18   566 
EPI ISL 87282|A/New York/3932/2009|2009-06-04                     5.48  3.18  5.30  4.77  4.06  7.42  1.94  8.48  6.54  7.77  1.59  7.95  3.53  4.42  4.77  7.07  6.01  4.42  1.94  3.36   566 
